0	0	0.12	0	
0	1	-0.000895381	3.60526e-07	
0	2	0.0598822	-7.23639e-06	
0	3	-0.0130638	2.83679e-06	
0	4	0.00860409	-2.26706e-06	
0	5	-0.00514435	1.44528e-06	
0	6	-0.00507913	1.7577e-06	
0	7	0.00150413	-7.40634e-07	
0	8	-0.00188113	1.03784e-06	
0	9	0.0020623	-1.12302e-06	
0	10	0.00049638	-2.51761e-07	
0	11	-7.81736e-05	3.74538e-08	
0	12	0.000232761	-2.02125e-07	
0	13	-0.000597116	4.51425e-07	
0	14	7.96901e-05	-9.82358e-08	
0	15	-7.05201e-05	5.934e-08	
0	16	2.51975e-05	-3.05176e-08	
0	17	0.000102924	-9.90965e-08	
0	18	-3.50156e-05	2.16947e-08	
0	19	3.74711e-05	-4.69222e-08	
0	20	-2.48941e-05	1.83365e-08	
0	21	-1.22657e-05	1.73013e-08	
0	22	2.64826e-06	-6.59623e-09	
0	23	-8.90549e-06	6.47055e-09	
0	24	1.06717e-05	-1.34312e-08	
0	25	-4.07368e-08	2.90939e-09	
0	26	1.18701e-06	8.58375e-09	
0	27	3.38961e-07	-2.19214e-09	
0	28	-2.67733e-06	1.98067e-08	
0	29	6.03362e-07	-3.57059e-10	
0	30	-4.59356e-07	1.81576e-08	
0	31	2.27402e-07	-1.58806e-09	
0	-32	6.17676e-07	0	
0	-31	2.27402e-07	1.58806e-09	
0	-30	-4.59356e-07	-1.81576e-08	
0	-29	6.03362e-07	3.57059e-10	
0	-28	-2.67733e-06	-1.98067e-08	
0	-27	3.38961e-07	2.19214e-09	
0	-26	1.18701e-06	-8.58375e-09	
0	-25	-4.07368e-08	-2.90939e-09	
0	-24	1.06717e-05	1.34312e-08	
0	-23	-8.90549e-06	-6.47055e-09	
0	-22	2.64826e-06	6.59623e-09	
0	-21	-1.22657e-05	-1.73013e-08	
0	-20	-2.48941e-05	-1.83365e-08	
0	-19	3.74711e-05	4.69222e-08	
0	-18	-3.50156e-05	-2.16947e-08	
0	-17	0.000102924	9.90965e-08	
0	-16	2.51975e-05	3.05176e-08	
0	-15	-7.05201e-05	-5.934e-08	
0	-14	7.96901e-05	9.82358e-08	
0	-13	-0.000597116	-4.51425e-07	
0	-12	0.000232761	2.02125e-07	
0	-11	-7.81736e-05	-3.74538e-08	
0	-10	0.00049638	2.51761e-07	
0	-9	0.0020623	1.12302e-06	
0	-8	-0.00188113	-1.03784e-06	
0	-7	0.00150413	7.40634e-07	
0	-6	-0.00507913	-1.7577e-06	
0	-5	-0.00514435	-1.44528e-06	
0	-4	0.00860409	2.26706e-06	
0	-3	-0.0130638	-2.83679e-06	
0	-2	0.0598822	7.23639e-06	
0	-1	-0.000895381	-3.60526e-07	
1	0	-0.00089557	4.35505e-07	
1	1	-0.0828233	2.55012e-06	
1	2	0.00407827	-2.14046e-07	
1	3	-0.0283757	4.53605e-06	
1	4	0.00877437	-1.77675e-06	
1	5	0.00394142	-9.58176e-07	
1	6	0.00127352	-2.81581e-07	
1	7	0.00354677	-1.43452e-06	
1	8	-0.00270471	1.25117e-06	
1	9	7.78599e-05	-1.4307e-07	
1	10	-0.000719545	3.94997e-07	
1	11	-0.000406679	2.7191e-07	
1	12	0.000547246	-3.52902e-07	
1	13	-0.000144316	1.71319e-07	
1	14	0.000325806	-2.4835e-07	
1	15	-3.035e-05	3.56626e-08	
1	16	-7.00595e-05	7.03775e-08	
1	17	3.55224e-06	-8.3221e-10	
1	18	-8.29446e-05	8.64516e-08	
1	19	3.79548e-05	-3.65998e-08	
1	20	1.44416e-06	-5.40838e-09	
1	21	9.91249e-06	-6.24832e-09	
1	22	1.19514e-05	-2.2539e-08	
1	23	-1.13167e-05	1.29125e-08	
1	24	3.62058e-06	-2.90286e-09	
1	25	-5.18536e-06	3.43348e-09	
1	26	-5.1114e-07	4.79948e-09	
1	27	1.52911e-06	-1.29654e-08	
1	28	-7.14891e-07	1.02671e-09	
1	29	1.90423e-06	-1.02746e-08	
1	30	-2.22938e-07	-1.7299e-09	
1	31	-4.32759e-07	-5.15137e-09	
1	-32	-3.1206e-07	1.34019e-09	
1	-31	-4.2939e-07	8.39359e-09	
1	-30	-2.2452e-07	-1.46491e-09	
1	-29	1.91018e-06	2.38869e-08	
1	-28	-7.20086e-07	8.70769e-10	
1	-27	1.532e-06	2.03088e-08	
1	-26	-5.21233e-07	-6.71883e-09	
1	-25	-5.18388e-06	2.57545e-09	
1	-24	3.62346e-06	8.38358e-09	
1	-23	-1.13141e-05	-1.28244e-08	
1	-22	1.19462e-05	2.09822e-08	
1	-21	9.90354e-06	7.34104e-09	
1	-20	1.45557e-06	1.95143e-09	
1	-19	3.79499e-05	3.4026e-08	
1	-18	-8.29354e-05	-1.02518e-07	
1	-17	3.55795e-06	7.63693e-09	
1	-16	-7.00546e-05	-7.59635e-08	
1	-15	-3.03528e-05	-4.39885e-08	
1	-14	0.000325792	2.77619e-07	
1	-13	-0.000144326	-1.63272e-07	
1	-12	0.00054724	4.00534e-07	
1	-11	-0.000406681	-2.76036e-07	
1	-10	-0.00071953	-4.48552e-07	
1	-9	7.78704e-05	1.48652e-07	
1	-8	-0.00270475	-1.4703e-06	
1	-7	0.00354675	1.65436e-06	
1	-6	0.00127346	3.65269e-07	
1	-5	0.00394144	1.15735e-06	
1	-4	0.00877431	2.64002e-06	
1	-3	-0.0283756	-5.98718e-06	
1	-2	0.00407833	1.7948e-06	
1	-1	-0.0828232	-7.3354e-06	
2	0	0.0598827	3.53369e-06	
2	1	0.00407839	-4.41643e-07	
2	2	0.0381595	-2.37293e-06	
2	3	-0.00359526	1.40567e-07	
2	4	0.00254281	-7.29701e-07	
2	5	-0.00303019	4.70624e-07	
2	6	-0.00523492	1.55494e-06	
2	7	0.00146324	-5.27973e-07	
2	8	-0.0010607	5.50597e-07	
2	9	0.00167763	-7.70954e-07	
